grab;inf,grab;3sg,grabs;part,grabbing;1sgp,grabbed
grant;inf,grant;3sg,grants;part,granting;1sgp,granted
grasp;inf,grasp;3sg,grasps;part,grasping;1sgp,grasped
greet;inf,greet;3sg,greets;part,greeting;1sgp,greeted
grin;inf,grin;3sg,grins;part,grinning;1sgp,grinned
grip;inf,grip;3sg,grips;part,gripping;1sgp,gript
grow;inf,grow;3sg,grows;part,growing;1sgp,grew;ppart,grown
guarantee;inf,guarantee;3sg,guarantees;part,guaranteeing;1sgp,guaranteed
guard;inf,guard;3sg,guards;part,guarding;1sgp,guarded
guess;inf,guess;3sg,guesses;part,guessing;1sgp,guessed
guide;inf,guide;3sg,guides;part,guiding;1sgp,guided
halt;inf,halt;3sg,halts;part,halting;1sgp,halted
hand;inf,hand;3sg,hands;part,handing;1sgp,handed
handle;inf,handle;3sg,handles;part,handling;1sgp,handled
hang;inf,hang;3sg,hangs;part,hanging;1sgp,hung
happen;inf,happen;3sg,happens;part,happening;1sgp,happened
hate;inf,hate;3sg,hates;part,hating;1sgp,hated
have;inf,have;3sg,has;part,having;1sgp,had
head;inf,head;3sg,heads;part,heading;1sgp,headed
hear;inf,hear;3sg,hears;part,hearing;1sgp,heard
heat;inf,heat;3sg,heats;part,heating;1sgp,het
help;inf,help;3sg,helps;part,helping;1sgp,helped
hesitate;inf,hesitate;3sg,hesitates;part,hesitating;1sgp,hesitated
hide;inf,hide;3sg,hides;part,hiding;1sgp,hid;ppart,hidden
highlight;inf,highlight;3sg,highlights;part,highlighting;1sgp,highlighted
hire;inf,hire;3sg,hires;part,hiring;1sgp,hired
hit;inf,hit;3sg,hits;part,hitting
hold;inf,hold;3sg,holds;part,holding;1sgp,held
honour;inf,honour;3sg,honours;part,honouring;1sgp,honoured
hope;inf,hope;3sg,hopes;part,hoping;1sgp,hoped
house;inf,house;3sg,houses;part,housing;1sgp,housed
hunt;inf,hunt;3sg,hunts;part,hunting;1sgp,hunted
hurry;inf,hurry;3sg,hurries;part,hurrying;1sgp,hurried
hurt;inf,hurt;3sg,hurts;part,hurting
identify;inf,identify;3sg,identifies;part,identifying;1sgp,identified
ignore;inf,ignore;3sg,ignores;part,ignoring;1sgp,ignored
illustrate;inf,illustrate;3sg,illustrates;part,illustrating;1sgp,illustrated
imagine;inf,imagine;3sg,imagines;part,imagining;1sgp,imagined
implement;inf,implement;3sg,implements;part,implementing;1sgp,implemented
imply;inf,imply;3sg,implies;part,implying;1sgp,implied
import;inf,import;3sg,imports;part,importing;1sgp,imported
impose;inf,impose;3sg,imposes;part,imposing;1sgp,imposed
impress;inf,impress;3sg,impresses;part,impressing;1sgp,impressed
improve;inf,improve;3sg,improves;part,improving;1sgp,improved
in;inf,in;3sg,ins;part,ining;1sgp,ined
include;inf,include;3sg,includes;part,including;1sgp,included
incorporate;inf,incorporate;3sg,incorporates;part,incorporating;1sgp,incorporated
increase;inf,increase;3sg,increases;part,increasing;1sgp,increased
incur;inf,incur;3sg,incurs;part,incurring;1sgp,incurred
indicate;inf,indicate;3sg,indicates;part,indicating;1sgp,indicated
induce;inf,induce;3sg,induces;part,inducing;1sgp,induced
influence;inf,influence;3sg,influences;part,influencing;1sgp,influenced
inform;inf,inform;3sg,informs;part,informing;1sgp,informed
inherit;inf,inherit;3sg,inherits;part,inheriting;1sgp,inherited
inhibit;inf,inhibit;3sg,inhibits;part,inhibiting;1sgp,inhibited
initiate;inf,initiate;3sg,initiates;part,initiating;1sgp,initiated
injure;inf,injure;3sg,injures;part,injuring;1sgp,injured
insert;inf,insert;3sg,inserts;part,inserting;1sgp,inserted
insist;inf,insist;3sg,insists;part,insisting;1sgp,insisted
inspect;inf,inspect;3sg,inspects;part,inspecting;1sgp,inspected
inspire;inf,inspire;3sg,inspires;part,inspiring;1sgp,inspired
install;inf,install;3sg,instals;part,installing;1sgp,installed
instruct;inf,instruct;3sg,instructs;part,instructing;1sgp,instructed
integrate;inf,integrate;3sg,integrates;part,integrating;1sgp,integrated
intend;inf,intend;3sg,intends;part,intending;1sgp,intended
interfere;inf,interfere;3sg,interferes;part,interfering;1sgp,interfered
interpret;inf,interpret;3sg,interprets;part,interpreting;1sgp,interpreted
interrupt;inf,interrupt;3sg,interrupts;part,interrupting;1sgp,interrupted
intervene;inf,intervene;3sg,intervenes;part,intervening;1sgp,intervened
interview;inf,interview;3sg,interviews;part,interviewing;1sgp,interviewed
introduce;inf,introduce;3sg,introduces;part,introducing;1sgp,introduced
invent;inf,invent;3sg,invents;part,inventing;1sgp,invented
invest;inf,invest;3sg,invests;part,investing;1sgp,invested
investigate;inf,investigate;3sg,investigates;part,investigating;1sgp,investigated
invite;inf,invite;3sg,invites;part,inviting;1sgp,invited
involve;inf,involve;3sg,involves;part,involving;1sgp,involved
isolate;inf,isolate;3sg,isolates;part,isolating;1sgp,isolated
issue;inf,issue;3sg,issues;part,issuing;1sgp,issued
join;inf,join;3sg,joins;part,joining;1sgp,joined
judge;inf,judge;3sg,judges;part,judging;1sgp,judged
jump;inf,jump;3sg,jumps;part,jumping;1sgp,jumped
justify;inf,justify;3sg,justifies;part,justifying;1sgp,justified
keep;inf,keep;3sg,keeps;part,keeping;1sgp,kept
kick;inf,kick;3sg,kicks;part,kicking;1sgp,kicked
kill;inf,kill;3sg,kills;part,killing;1sgp,killed
kiss;inf,kiss;3sg,kisses;part,kissing;1sgp,kissed
knit;inf,knit;3sg,knits;part,knitting;1sgp,knitted
knock;inf,knock;3sg,knocks;part,knocking;1sgp,knocked
know;inf,know;3sg,knows;part,knowing;1sgp,knew;ppart,known
label;inf,label;3sg,labels;part,labelling;1sgp,labelled
lack;inf,lack;3sg,lacks;part,lacking;1sgp,lacked
land;inf,land;3sg,lands;part,landing;1sgp,landed
last;inf,last;3sg,lasts;part,lasting;1sgp,lasted
laugh;inf,laugh;3sg,laughs;part,laughing;1sgp,laughed
launch;inf,launch;3sg,launches;part,launching;1sgp,launched
lay;inf,lay;3sg,lays;part,laying;1sgp,layed
lead;inf,lead;3sg,leads;part,leading;1sgp,led
lean;inf,lean;3sg,leans;part,leaning;1sgp,leant
leap;inf,leap;3sg,leaps;part,leaping;1sgp,leapt
learn;inf,learn;3sg,learns;part,learning;1sgp,learnt
leave;inf,leave;3sg,leaves;part,leaving;1sgp,leaved
lend;inf,lend;3sg,lends;part,lending;1sgp,lent
let;inf,let;3sg,lets;part,letting
lie;inf,lie;3sg,lies;part,lying;1sgp,lied
lift;inf,lift;3sg,lifts;part,lifting;1sgp,lifted
light;inf,light;3sg,lights;part,lighting;1sgp,lighted
like;inf,like;3sg,likes;part,liking;1sgp,liked
limit;inf,limit;3sg,limits;part,limiting;1sgp,limited
line;inf,line;3sg,lines;part,lining;1sgp,lined
link;inf,link;3sg,links;part,linking;1sgp,linked
list;inf,list;3sg,lists;part,listing;1sgp,listed
listen;inf,listen;3sg,listens;part,listening;1sgp,listened
live;inf,live;3sg,lives;part,living;1sgp,lived
load;inf,load;3sg,loads;part,loading;1sgp,loaded
locate;inf,locate;3sg,locates;part,locating;1sgp,located
lock;inf,lock;3sg,locks;part,locking;1sgp,locked
long;inf,long;3sg,longs;part,longing;1sgp,longed
look;inf,look;3sg,looks;part,looking;1sgp,looked
lose;inf,lose;3sg,loses;part,losing;1sgp,lost
love;inf,love;3sg,loves;part,loving;1sgp,loved
lower;inf,lower;3sg,lowers;part,lowering;1sgp,lowered
maintain;inf,maintain;3sg,maintains;part,maintaining;1sgp,maintained
make;inf,make;3sg,makes;part,making;1sgp,made
manage;inf,manage;3sg,manages;part,managing;1sgp,managed
manipulate;inf,manipulate;3sg,manipulates;part,manipulating;1sgp,manipulated
manufacture;inf,manufacture;3sg,manufactures;part,manufacturing;1sgp,manufactured
march;inf,march;3sg,marches;part,marching;1sgp,marched
mark;inf,mark;3sg,marks;part,marking;1sgp,marked
market;inf,market;3sg,markets;part,marketing;1sgp,marketed
marry;inf,marry;3sg,marries;part,marrying;1sgp,married
match;inf,match;3sg,matches;part,matching;1sgp,matched
matter;inf,matter;3sg,matters;part,mattering;1sgp,mattered
mean;inf,mean;3sg,means;part,meaning;1sgp,meant
measure;inf,measure;3sg,measures;part,measuring;1sgp,measured
meet;inf,meet;3sg,meets;part,meeting;1sgp,met
melt;inf,melt;3sg,melts;part,melting;1sgp,melted;ppart,molten
mention;inf,mention;3sg,mentions;part,mentioning;1sgp,mentioned
merge;inf,merge;3sg,merges;part,merging;1sgp,merged
mind;inf,mind;3sg,minds;part,minding;1sgp,minded
miss;inf,miss;3sg,misses;part,missing;1sgp,missed
mix;inf,mix;3sg,mixes;part,mixing;1sgp,mixed
modify;inf,modify;3sg,modifies;part,modifying;1sgp,modified
monitor;inf,monitor;3sg,monitors;part,monitoring;1sgp,monitored
motivate;inf,motivate;3sg,motivates;part,motivating;1sgp,motivated
mount;inf,mount;3sg,mounts;part,mounting;1sgp,mounted
move;inf,move;3sg,moves;part,moving;1sgp,moved
multiply;inf,multiply;3sg,multiplies;part,multiplying;1sgp,multiplied
murder;inf,murder;3sg,murders;part,murdering;1sgp,murdered
murmur;inf,murmur;3sg,murmurs;part,murmuring;1sgp,murmured
mutter;inf,mutter;3sg,mutters;part,muttering;1sgp,muttered
name;inf,name;3sg,names;part,naming;1sgp,named
narrow;inf,narrow;3sg,narrows;part,narrowing;1sgp,narrowed
need;inf,need;3sg,needs;part,needing;1sgp,needed
neglect;inf,neglect;3sg,neglects;part,neglecting;1sgp,neglected
negotiate;inf,negotiate;3sg,negotiates;part,negotiating;1sgp,negotiated
nod;inf,nod;3sg,nods;part,nodding;1sgp,nodded
note;inf,note;3sg,notes;part,noting;1sgp,noted
notice;inf,notice;3sg,notices;part,noticing;1sgp,noticed
obey;inf,obey;3sg,obeys;part,obeying;1sgp,obeyed
object;inf,object;3sg,objects;part,objecting;1sgp,objected
observe;inf,observe;3sg,observes;part,observing;1sgp,observed
obtain;inf,obtain;3sg,obtains;part,obtaining;1sgp,obtained
occupy;inf,occupy;3sg,occupies;part,occupying;1sgp,occupied
occur;inf,occur;3sg,occurs;part,occurring;1sgp,occurred
offer;inf,offer;3sg,offers;part,offering;1sgp,offered
omit;inf,omit;3sg,omits;part,omitting;1sgp,omitted
open;inf,open;3sg,opens;part,opening;1sgp,opened
operate;inf,operate;3sg,operates;part,operating;1sgp,operated
oppose;inf,oppose;3sg,opposes;part,opposing;1sgp,opposed
opt;inf,opt;3sg,opts;part,opting;1sgp,opted
order;inf,order;3sg,orders;part,ordering;1sgp,ordered
organise;inf,organise;3sg,organises;part,organising;1sgp,organised
organize;inf,organize;3sg,organizes;part,organizing;1sgp,organized
originate;inf,originate;3sg,originates;part,originating;1sgp,originated
outline;inf,outline;3sg,outlines;part,outlining;1sgp,outlined
overcome;inf,overcome;3sg,overcomes;part,overcoming;1sgp,overcame
overlook;inf,overlook;3sg,overlooks;part,overlooking;1sgp,overlooked
owe;inf,owe;3sg,owes;part,owing;1sgp,owed
own;inf,own;3sg,owns;part,owning;1sgp,owned
pack;inf,pack;3sg,packs;part,packing;1sgp,packed
paint;inf,paint;3sg,paints;part,painting;1sgp,painted
park;inf,park;3sg,parks;part,parking;1sgp,parked
part;inf,part;3sg,parts;part,parting;1sgp,parted
participate;inf,participate;3sg,participates;part,participating;1sgp,participated
pass;inf,pass;3sg,passes;part,passing;1sgp,passed
pause;inf,pause;3sg,pauses;part,pausing;1sgp,paused
pay;inf,pay;3sg,pays;part,paying;1sgp,payed
peer;inf,peer;3sg,peers;part,peering;1sgp,peered
penetrate;inf,penetrate;3sg,penetrates;part,penetrating;1sgp,penetrated
perceive;inf,perceive;3sg,perceives;part,perceiving;1sgp,perceived
perform;inf,perform;3sg,performs;part,performing;1sgp,performed
permit;inf,permit;3sg,permits;part,permitting;1sgp,permitted
persist;inf,persist;3sg,persists;part,persisting;1sgp,persisted
persuade;inf,persuade;3sg,persuades;part,persuading;1sgp,persuaded
phone;inf,phone;3sg,phones;part,phoning;1sgp,phoned
pick;inf,pick;3sg,picks;part,picking;1sgp,picked
picture;inf,picture;3sg,pictures;part,picturing;1sgp,pictured
pin;inf,pin;3sg,pins;part,pinning;1sgp,pinned
place;inf,place;3sg,places;part,placing;1sgp,placed
plan;inf,plan;3sg,plans;part,planning;1sgp,planned
plant;inf,plant;3sg,plants;part,planting;1sgp,planted
play;inf,play;3sg,plays;part,playing;1sgp,played
plead;inf,plead;3sg,pleads;part,pleading;1sgp,pled
please;inf,please;3sg,pleases;part,pleasing;1sgp,pleased
plunge;inf,plunge;3sg,plunges;part,plunging;1sgp,plunged
point;inf,point;3sg,points;part,pointing;1sgp,pointed
pop;inf,pop;3sg,pops;part,popping;1sgp,popped
pose;inf,pose;3sg,poses;part,posing;1sgp,posed
position;inf,position;3sg,positions;part,positioning;1sgp,positioned
possess;inf,possess;3sg,possesses;part,possessing;1sgp,possessed
pour;inf,pour;3sg,pours;part,pouring;1sgp,poured
practise;inf,practise;3sg,practises;part,practising;1sgp,practised
praise;inf,praise;3sg,praises;part,praising;1sgp,praised
pray;inf,pray;3sg,prays;part,praying;1sgp,prayed
precede;inf,precede;3sg,precedes;part,preceding;1sgp,preceded
predict;inf,predict;3sg,predicts;part,predicting;1sgp,predicted
prefer;inf,prefer;3sg,prefers;part,preferring;1sgp,preferred
prepare;inf,prepare;3sg,prepares;part,preparing;1sgp,prepared
prescribe;inf,prescribe;3sg,prescribes;part,prescribing;1sgp,prescribed
present;inf,present;3sg,presents;part,presenting;1sgp,presented
preserve;inf,preserve;3sg,preserves;part,preserving;1sgp,preserved
press;inf,press;3sg,presses;part,pressing;1sgp,pressed
presume;inf,presume;3sg,presumes;part,presuming;1sgp,presumed
pretend;inf,pretend;3sg,pretends;part,pretending;1sgp,pretended
prevail;inf,prevail;3sg,prevails;part,prevailing;1sgp,prevailed
prevent;inf,prevent;3sg,prevents;part,preventing;1sgp,prevented
price;inf,price;3sg,prices;part,pricing;1sgp,priced
print;inf,print;3sg,prints;part,printing;1sgp,printed
proceed;inf,proceed;3sg,proceeds;part,proceeding;1sgp,proceeded
process;inf,process;3sg,processes;part,processing;1sgp,processed
proclaim;inf,proclaim;3sg,proclaims;part,proclaiming;1sgp,proclaimed
produce;inf,produce;3sg,produces;part,producing;1sgp,produced
progress;inf,progress;3sg,progresses;part,progressing;1sgp,progressed
project;inf,project;3sg,projects;part,projecting;1sgp,projected
promise;inf,promise;3sg,promises;part,promising;1sgp,promised
promote;inf,promote;3sg,promotes;part,promoting;1sgp,promoted
prompt;inf,prompt;3sg,prompts;part,prompting;1sgp,prompted
pronounce;inf,pronounce;3sg,pronounces;part,pronouncing;1sgp,pronounced
propose;inf,propose;3sg,proposes;part,proposing;1sgp,proposed
protect;inf,protect;3sg,protects;part,protecting;1sgp,protected
protest;inf,protest;3sg,protests;part,protesting;1sgp,protested
prove;inf,prove;3sg,proves;part,proving;1sgp,proved;ppart,proven
provide;inf,provide;3sg,provides;part,providing;1sgp,provided
provoke;inf,provoke;3sg,provokes;part,provoking;1sgp,provoked
publish;inf,publish;3sg,publishes;part,publishing;1sgp,published
pull;inf,pull;3sg,pulls;part,pulling;1sgp,pulled
punish;inf,punish;3sg,punishes;part,punishing;1sgp,punished
purchase;inf,purchase;3sg,purchases;part,purchasing;1sgp,purchased
pursue;inf,pursue;3sg,pursues;part,pursuing;1sgp,pursued
push;inf,push;3sg,pushes;part,pushing;1sgp,pushed
put;inf,put;3sg,puts;part,putting
qualify;inf,qualify;3sg,qualifies;part,qualifying;1sgp,qualified
question;inf,question;3sg,questions;part,questioning;1sgp,questioned
quote;inf,quote;3sg,quotes;part,quoting;1sgp,quoth;ppart,quoted
race;inf,race;3sg,races;part,racing;1sgp,raced
rain;inf,rain;3sg,rains;part,raining;1sgp,rained
raise;inf,raise;3sg,raises;part,raising;1sgp,raised
range;inf,range;3sg,ranges;part,ranging;1sgp,ranged
rate;inf,rate;3sg,rates;part,rating;1sgp,rated
reach;inf,reach;3sg,reaches;part,reaching;1sgp,reached
react;inf,react;3sg,reacts;part,reacting;1sgp,reacted
read;inf,read;3sg,reads;part,reading
realise;inf,realise;3sg,realises;part,realising;1sgp,realised
realize;inf,realize;3sg,realizes;part,realizing;1sgp,realized
reassure;inf,reassure;3sg,reassures;part,reassuring;1sgp,reassured
rebuild;inf,rebuild;3sg,rebuilds;part,rebuilding;1sgp,rebuilt
recall;inf,recall;3sg,recalls;part,recalling;1sgp,recalled
receive;inf,receive;3sg,receives;part,receiving;1sgp,received
reckon;inf,reckon;3sg,reckons;part,reckoning;1sgp,reckoned
recognise;inf,recognise;3sg,recognises;part,recognising;1sgp,recognised
recognize;inf,recognize;3sg,recognizes;part,recognizing;1sgp,recognized
recommend;inf,recommend;3sg,recommends;part,recommending;1sgp,recommended
record;inf,record;3sg,records;part,recording;1sgp,recorded
recover;inf,recover;3sg,recovers;part,recovering;1sgp,recovered
recruit;inf,recruit;3sg,recruits;part,recruiting;1sgp,recruited
reduce;inf,reduce;3sg,reduces;part,reducing;1sgp,reduced
refer;inf,refer;3sg,refers;part,referring;1sgp,referred
reflect;inf,reflect;3sg,reflects;part,reflecting;1sgp,reflected
refuse;inf,refuse;3sg,refuses;part,refusing;1sgp,refused
regain;inf,regain;3sg,regains;part,regaining;1sgp,regained
regard;inf,regard;3sg,regards;part,regarding;1sgp,regarded
register;inf,register;3sg,registers;part,registering;1sgp,registered
regret;inf,regret;3sg,regrets;part,regretting;1sgp,regretted
regulate;inf,regulate;3sg,regulates;part,regulating;1sgp,regulated
reinforce;inf,reinforce;3sg,reinforces;part,reinforcing;1sgp,reinforced
reject;inf,reject;3sg,rejects;part,rejecting;1sgp,rejected
relate;inf,relate;3sg,relates;part,relating;1sgp,related
relax;inf,relax;3sg,relaxes;part,relaxing;1sgp,relaxed
release;inf,release;3sg,releases;part,releasing;1sgp,released
relieve;inf,relieve;3sg,relieves;part,relieving;1sgp,relieved
rely;inf,rely;3sg,relies;part,relying;1sgp,relied
remain;inf,remain;3sg,remains;part,remaining;1sgp,remained
remark;inf,remark;3sg,remarks;part,remarking;1sgp,remarked
remember;inf,remember;3sg,remembers;part,remembering;1sgp,remembered
remind;inf,remind;3sg,reminds;part,reminding;1sgp,reminded
remove;inf,remove;3sg,removes;part,removing;1sgp,removed
render;inf,render;3sg,renders;part,rendering;1sgp,rendered
renew;inf,renew;3sg,renews;part,renewing;1sgp,renewed
rent;inf,rent;3sg,rents;part,renting;1sgp,rented
repair;inf,repair;3sg,repairs;part,repairing;1sgp,repaired
repeat;inf,repeat;3sg,repeats;part,repeating;1sgp,repeated
replace;inf,replace;3sg,replaces;part,replacing;1sgp,replaced
reply;inf,reply;3sg,replies;part,replying;1sgp,replied
report;inf,report;3sg,reports;part,reporting;1sgp,reported
represent;inf,represent;3sg,represents;part,representing;1sgp,represented
reproduce;inf,reproduce;3sg,reproduces;part,reproducing;1sgp,reproduced
request;inf,request;3sg,requests;part,requesting;1sgp,requested
require;inf,require;3sg,requires;part,requiring;1sgp,required
rescue;inf,rescue;3sg,rescues;part,rescuing;1sgp,rescued
research;inf,research;3sg,researches;part,researching;1sgp,researched
resemble;inf,resemble;3sg,resembles;part,resembling;1sgp,resembled
reserve;inf,reserve;3sg,reserves;part,reserving;1sgp,reserved
resign;inf,resign;3sg,resigns;part,resigning;1sgp,resigned
resist;inf,resist;3sg,resists;part,resisting;1sgp,resisted
resolve;inf,resolve;3sg,resolves;part,resolving;1sgp,resolved
respect;inf,respect;3sg,respects;part,respecting;1sgp,respected
respond;inf,respond;3sg,responds;part,responding;1sgp,responded
rest;inf,rest;3sg,rests;part,resting;1sgp,rested
restore;inf,restore;3sg,restores;part,restoring;1sgp,restored
restrict;inf,restrict;3sg,restricts;part,restricting;1sgp,restricted
result;inf,result;3sg,results;part,resulting;1sgp,resulted
resume;inf,resume;3sg,resumes;part,resuming;1sgp,resumed
retain;inf,retain;3sg,retains;part,retaining;1sgp,retained
retire;inf,retire;3sg,retires;part,retiring;1sgp,retired
return;inf,return;3sg,returns;part,returning;1sgp,returned
reveal;inf,reveal;3sg,reveals;part,revealing;1sgp,revealed
reverse;inf,reverse;3sg,reverses;part,reversing;1sgp,reversed
review;inf,review;3sg,reviews;part,reviewing;1sgp,reviewed
revise;inf,revise;3sg,revises;part,revising;1sgp,revised
revive;inf,revive;3sg,revives;part,reviving;1sgp,revived
reward;inf,reward;3sg,rewards;part,rewarding;1sgp,rewarded
rid;inf,rid;3sg,rids;part,ridding;1sgp,ridded
ride;inf,ride;3sg,rides;part,riding;1sgp,rode;ppart,ridden
ring;inf,ring;3sg,rings;part,ringing;1sgp,rung
rip;inf,rip;3sg,rips;part,ripping;1sgp,ripped
rise;inf,rise;3sg,rises;part,rising;1sgp,rose;ppart,risen
risk;inf,risk;3sg,risks;part,risking;1sgp,risked
roll;inf,roll;3sg,rolls;part,rolling;1sgp,rolled
round;inf,round;3sg,rounds;part,rounding;1sgp,rounded
rub;inf,rub;3sg,rubs;part,rubbing;1sgp,rubbed
rule;inf,rule;3sg,rules;part,ruling;1sgp,ruled
run;inf,run;3sg,runs;part,running;1sgp,ran
rush;inf,rush;3sg,rushes;part,rushing;1sgp,rushed
sack;inf,sack;3sg,sacks;part,sacking;1sgp,sacked
sail;inf,sail;3sg,sails;part,sailing;1sgp,sailed
satisfy;inf,satisfy;3sg,satisfies;part,satisfying;1sgp,satisfied
save;inf,save;3sg,saves;part,saving;1sgp,saved
say;inf,say;3sg,says;part,saying;1sgp,said
scan;inf,scan;3sg,scans;part,scanning;1sgp,scanned
scatter;inf,scatter;3sg,scatters;part,scattering;1sgp,scattered
schedule;inf,schedule;3sg,schedules;part,scheduling;1sgp,scheduled
score;inf,score;3sg,scores;part,scoring;1sgp,scored
scratch;inf,scratch;3sg,scratches;part,scratching;1sgp,scratched
scream;inf,scream;3sg,screams;part,screaming;1sgp,screamed
seal;inf,seal;3sg,seals;part,sealing;1sgp,sealed
search;inf,search;3sg,searches;part,searching;1sgp,searched
secure;inf,secure;3sg,secures;part,securing;1sgp,secured
see;inf,see;3sg,sees;part,seeing;1sgp,saw;ppart,seen
seek;inf,seek;3sg,seeks;part,seeking;1sgp,sought
seem;inf,seem;3sg,seems;part,seeming;1sgp,seemed
seize;inf,seize;3sg,seizes;part,seizing;1sgp,seized
select;inf,select;3sg,selects;part,selecting;1sgp,selected
sell;inf,sell;3sg,sells;part,selling;1sgp,sold
send;inf,send;3sg,sends;part,sending;1sgp,sent
sense;inf,sense;3sg,senses;part,sensing;1sgp,sensed
sentence;inf,sentence;3sg,sentences;part,sentencing;1sgp,sentenced
separate;inf,separate;3sg,separates;part,separating;1sgp,separated
serve;inf,serve;3sg,serves;part,serving;1sgp,served
set;inf,set;3sg,sets;part,setting
settle;inf,settle;3sg,settles;part,settling;1sgp,settled
shake;inf,shake;3sg,shakes;part,shaking;1sgp,shook;ppart,shaken
shape;inf,shape;3sg,shapes;part,shaping;1sgp,shaped
share;inf,share;3sg,shares;part,sharing;1sgp,shared
shed;inf,shed;3sg,sheds;part,shedding
shift;inf,shift;3sg,shifts;part,shifting;1sgp,shifted
shine;inf,shine;3sg,shines;part,shining;1sgp,shone
ship;inf,ship;3sg,ships;part,shipping;1sgp,shipped
shiver;inf,shiver;3sg,shivers;part,shivering;1sgp,shivered
shoot;inf,shoot;3sg,shoots;part,shooting;1sgp,shot
shop;inf,shop;3sg,shops;part,shopping;1sgp,shopped
shout;inf,shout;3sg,shouts;part,shouting;1sgp,shouted
show;inf,show;3sg,shows;part,showing;1sgp,showed;ppart,shown
shrug;inf,shrug;3sg,shrugs;part,shrugging;1sgp,shrugged
shut;inf,shut;3sg,shuts;part,shutting
sigh;inf,sigh;3sg,sighs;part,sighing;1sgp,sighed
sign;inf,sign;3sg,signs;part,signing;1sgp,signed
signal;inf,signal;3sg,signals;part,signalling;1sgp,signalled
sing;inf,sing;3sg,sings;part,singing;1sgp,sung
sink;inf,sink;3sg,sinks;part,sinking;1sgp,sunk;ppart,sunken
sit;inf,sit;3sg,sits;part,sitting;1sgp,sat
situate;inf,situate;3sg,situates;part,situating;1sgp,situated
slam;inf,slam;3sg,slams;part,slamming;1sgp,slammed
sleep;inf,sleep;3sg,sleeps;part,sleeping;1sgp,slept
slide;inf,slide;3sg,slides;part,sliding;1sgp,slid;ppart,slidden
slip;inf,slip;3sg,slips;part,slipping;1sgp,slipped
slow;inf,slow;3sg,slows;part,slowing;1sgp,slowed
smash;inf,smash;3sg,smashes;part,smashing;1sgp,smashed
smell;inf,smell;3sg,smells;part,smelling;1sgp,smelt;ppart,smelled
smile;inf,smile;3sg,smiles;part,smiling;1sgp,smiled
smoke;inf,smoke;3sg,smokes;part,smoking;1sgp,smoked
snap;inf,snap;3sg,snaps;part,snapping;1sgp,snapped
solve;inf,solve;3sg,solves;part,solving;1sgp,solved
sort;inf,sort;3sg,sorts;part,sorting;1sgp,sorted
sound;inf,sound;3sg,sounds;part,sounding;1sgp,sounded
spare;inf,spare;3sg,spares;part,sparing;1sgp,spared
speak;inf,speak;3sg,speaks;part,speaking;1sgp,spoke;ppart,spoken
specify;inf,specify;3sg,specifies;part,specifying;1sgp,specified
speed;inf,speed;3sg,speeds;part,speeding;1sgp,speeded
spell;inf,spell;3sg,spells;part,spelling;1sgp,spelt
spend;inf,spend;3sg,spends;part,spending;1sgp,spent
spill;inf,spill;3sg,spills;part,spilling;1sgp,spilt
spin;inf,spin;3sg,spins;part,spinning;1sgp,spun
split;inf,split;3sg,splits;part,splitting
spoil;inf,spoil;3sg,spoils;part,spoiling;1sgp,spoilt
sponsor;inf,sponsor;3sg,sponsors;part,sponsoring;1sgp,sponsored
spot;inf,spot;3sg,spots;part,spotting;1sgp,spotted;ppart,spotcheck
spread;inf,spread;3sg,spreads;part,spreading
spring;inf,spring;3sg,springs;part,springing;1sgp,sprung;ppart,springed
squeeze;inf,squeeze;3sg,squeezes;part,squeezing;1sgp,squeezed
stage;inf,stage;3sg,stages;part,staging;1sgp,staged
stand;inf,stand;3sg,stands;part,standing;1sgp,stood
stare;inf,stare;3sg,stares;part,staring;1sgp,stared
start;inf,start;3sg,starts;part,starting;1sgp,started
state;inf,state;3sg,states;part,stating;1sgp,stated
stay;inf,stay;3sg,stays;part,staying;1sgp,stayed
steal;inf,steal;3sg,steals;part,stealing;1sgp,stole;ppart,stolen
stem;inf,stem;3sg,stems;part,stemming;1sgp,stemmed
step;inf,step;3sg,steps;part,stepping;1sgp,stepped
stick;inf,stick;3sg,sticks;part,sticking;1sgp,stuck
stimulate;inf,stimulate;3sg,stimulates;part,stimulating;1sgp,stimulated
stir;inf,stir;3sg,stirs;part,stirring;1sgp,stirred
stop;inf,stop;3sg,stops;part,stopping;1sgp,stopped
store;inf,store;3sg,stores;part,storing;1sgp,stored
strain;inf,strain;3sg,strains;part,straining;1sgp,strained
strengthen;inf,strengthen;3sg,strengthens;part,strengthening;1sgp,strengthened
stress;inf,stress;3sg,stresses;part,stressing;1sgp,stressed
stretch;inf,stretch;3sg,stretches;part,stretching;1sgp,stretched
strike;inf,strike;3sg,strikes;part,striking;1sgp,struck
strip;inf,strip;3sg,strips;part,stripping;1sgp,stripped
stroke;inf,stroke;3sg,strokes;part,stroking;1sgp,stroked
struggle;inf,struggle;3sg,struggles;part,struggling;1sgp,struggled
study;inf,study;3sg,studies;part,studying;1sgp,studied
subject;inf,subject;3sg,subjects;part,subjecting;1sgp,subjected
submit;inf,submit;3sg,submits;part,submitting;1sgp,submitted
substitute;inf,substitute;3sg,substitutes;part,substituting;1sgp,substituted
succeed;inf,succeed;3sg,succeeds;part,succeeding;1sgp,succeeded
suck;inf,suck;3sg,sucks;part,sucking;1sgp,sucked
sue;inf,sue;3sg,sues;part,suing;1sgp,sued
